id,text
937,Ya harusnya tambah dikit org pengeluaran tambah dikit gitu kan? Tapi tidak segampang itu fergussooo krn disni lg inflasi parah nyebabin semua² naik pesat anjir dri harga pokok pangan listrik air gas
938,@sigitwid @jokowi Terima kasih atas melambungnya harga barang pangan dan jasa di semua kebutuhan hidup Terima kasih telah memporak-porandakan tatanan konstitusi Terima kasih atas pengajaran pentingnya berbohong dalam bernegara
939,@jokowi Janjinya mau swasembada pangan Realitanya subsidi pupuk dicabut harga pupuk mahal dan langka. Giliran petani panen raya doi malah impor beras.
940,@rdmakbar Gue setuju banget harga pangan tuh bener-bener ngaruh ke ekonomi rumah tangga. Udah pasti deh kalo harga makanan naik langsung kerasa dampaknya.
941,@Strategi_Bisnis Kenyataannya dilapangan ketika ada kenaikan pajak itu harga realnya kebutuhan pangan itu naiknya sangat drastis meskipun kenaikan pajak cuma 1% belum lagi harus bayar parkir liarnya. Anehnya mayoritas org indon cuman bisa pasrah
942,@LexWu_13 Nggak penting oposisi. Yang penting harga barang murah cari kerja gampang swasembada pangan pajak rendah kesenjangan sosial dihapus keamanan terjamin. Dah gitu aja yang dibutuhkan rakyat.
943,@jokowi @prabowo Harga pangan dan energi masih stabil belom nih?.kok elit2 sibuk urusan jabatan pribadi.urusan kita2 jdi gk penting...cuman dijadikan obyek pencitraan n perseteruan elit politik...
944,@QalbuBahasa Buta yang paling parah adalah buta politik kalau ada politisi busuk menguasai negri ini rakyat yang dirugikan knp? Karena mereka merampok harta negara. Tidak ada satupun lepas di negara ini melalui keputusan politik baik itu harga harga pangan listrik gas pajak dll.
945,@el4n9bint4n9 @ARSIPAJA Dari awal juga better fokusin buat turunin harga pangan ketimbang ngasih makanan jadi yang ujung2nya bisa berakibat basi dan bikin anak keracunan kayak yang ada di berita kemarin.
946,@BangEdiii Pola nya tak berubah dari setiap pergantian kepemimpinan . Hanya membuat program yang mungkin kurang memberi dampak . Padahal yang terpenting adalah bagaimana rakyat bisa mendapat harga papan pangan sandang dengan harga terjangkau .
947,Harga pangan di malang lagi naikkah? Masa gw beli telor balado ama orek tempe jadi 17k biasanya 13-14k doang bjir
948,@SammiSoh Awal mula peradaban modern ya dari perkebunan. Penyediaan pangan secara massif yang mandiri. Maunya apa sih sebenernya... Makanya belajar lah yang bener. Puyeng dengernya padahal kalau berhasil dan bisa bikin murah harga buat mereka juga.
949,@tanyakanrl Klo silk/shimmer silk kayanya too much deh kcuali km emng mau full berkilau dri atas-bawah
950,Lagi nyari sendal tapi mata gue selalu ke arah yang ada beads pearl atau shimmer pokoknya sengkrilip deh. Ga blingbling ga idup.
951,guys maaf banget kalo oot ini mau nanya emang pasmina shimmer bahan nya tipis banget gitu ya? ko aku liat di live yg jual kaya tebel sehh
952,pashmina shimmer sold out semua yg gua cari anjjj
953,@watermelon_mrk Yuk kak gasss mau pke gaun shimmer aku mah mau heboh menyalaaa
954,@forsunshineting skskskks ternyata aku salah!!! after an hour bacain deskripsi sama nonton video you can read this better buy it on tiktok AND PLS jgn ketipu sama foto produknya karna banyak yg nyolong takutnya pas dateng beda... kayanya aku bakal beli shimmer yoryu deh tokonya antara 2 ini https://t.co/RUZ2CVWvP0
955,@ohmybeautybank Klau utk acara atau lebaran better jngn pake kaos klau mau silk/shimmer baru cakep nderrr warna nya pake warna corak bunga yg paling terang(biru) itu kan nder?
956,@doremie07 @patillele4364 Kluar dr penjara dpt cuan lg bela kss sengketa pemilu btw klo lawyer prnh dipenjara kss korup kluar pnjara msh bsa ya jbtnnya digunakan sbgai pengacara ?
957,Rakyat percaya pada MK itu wajar sebagai lembaga yg memiliki legalitas hukum dalam penanganan sengketa pemilu ! Apa rakyat percaya pada tuntutan kubu 01 dan 03 delik aduan ke MK yg sangat tidak rasional ? Ya nanti dulu. Rakyat yg mana ? Rakyat yg kalah ? Yg ga https://t.co/LRvt5edoqH
958,Korupsi timah emang gk bisa kita abaikan. Tapi jangan lupa sekarang lagi berlangsung persidangan sengketa pemilu. Kawal keduanya gaess
959,@ZulkifliLubis69 Ingat MK hanya mengadili hasil sengketa pemilu. Bukan korupsi ataupun bansos. Semua ada lembaga yg mengurusnya MK juga punya batas kewenangan.
960,@kompascom MK harus berani karena kebenaran meski yg menang banyak yg ribut menjaga kewarasan kalo sudah menang fokus saja bagaimana kedepan bangsa ini proses sengketa pemilu &amp; hak angket parlemen tetap berjalan sebagai sarana demokrasi yg ber-etika sesuai hukum yg berlaku
961,@AndiDarwis71 @CarloLian3 Pak SBY hanya dengan Pernyataanmu yg hanya satu Kalimat itu sudah berdampak menurunkan Kredibiltasmu yg selama.ini Anda dianggap Tokoh Bangsa yg layak dihormati ! Secara RASIONAL tidak mungkin ada Pengaduan Sengketa Pemilu kalau Pemilu benar LUBERE dan JURDIL.
962,Nah loh Amicus Curiae udah diluncurkan. Bkn kaleng2 krn para akademisi instansi &amp; sipil bergerak utk mjd Sahabat Pengadilan demi mengawal jalannya persidangan sengketa Pemilu di MK agar fair. Kalo 02 msh tetap dimenangkan berarti MK udah spt kaki kena Gangren parah potong aja. https://t.co/CYsMzF9gyo
963,@tempodotco Kapan di panggil jadiiin saksi bersama zulhas Tri Rismaharini Bahlil di MK dalam konteks sengketa pemilu ya??? cuma nanya nih gan hehehe wakanda no more Indonesia for ever paradoks reformasi hukum n demokrasi
964,MENYAKSIKAN Prof Mahfud MD di TV saat hadir di persidangan MK tentang sengketa pemilu saya jadi melihat tentang takdir manusia bisa bertukar posisi. Dulu Prof Mahfud adalah Pengadil yang fenomenal... Kini? Beliau adalah pencari keadilan di tempatnya dulu memutus perkara...
965,Kocak banget liat sengketa pemilu. Katanya ini ulah penguasa dan karena uang. Klo cuma karena duit dan kekuasaan logikanya prabowo dah menang dari dulu. Ngapain nunggu lama2 belasan tahun sampe 4 kali pilpres. Kalo ngerasa dicurangin ya buktiin aja ga perlu narasi.
966,..buzzer2 pro si anu gencar beritakan hasil tangkapan kejagung semakin yakin bkn tanpa sebab kasus ini terjadi di masa spt skrg ini. Memecah fokus rakyat yg tertuju sidang sengketa pemilu di MK
967,Wkwkkw isinya buzzer doang. Udahlah kan pemilu lalu jg ada aja sengketa hasil pemilu. Biasa aja lah. Org kok kayak baru pertama aja heran. Btw buat gw statement KPU blunder.
968,@Dennysiregar7 @Rinto_Pao Mahfud MD Cawapres Nomor Urut 03 Sungguh berat Hakim MK ini dlm memutuskan hasil sengketa pemilu Jangan sampai Pemilu ini hanya bisa dimenangkan oleh yang punya kekuasaan dan uang berlimpah Kami berharap Hakim MK bisa bekerja secara Independen tanpa diintervensi oleh siapapun https://t.co/hnGIHLPDMF
969,@arupha_00 @febrianahana98 @Belok_dong @CNNIndonesia Nah itu namanya tetap dipersoalkan dari awal. Banyak2 baca berita bang Dari awal tuh putusan udah banyak banget yg persoalkan tp gak digubris. Sengketa pemilu baru bisa diajukan setelah pemilu jadi yah sekalian
970,Nunggu 20 menit lagi buat kereta selanjutnya. Padahal kalau naik gojek 15 menit udah nyampe kos. Tapi namanya frugal living mending 3k walaupun super duper capek daripadaa harus keluar ongkos 20k buat gojek.
971,@sbyfess Intinya jangan konsumtif aja aman sih kosnya gausa yg mewah. Yuk cashflownya di atur sedemikian rupa supaya tertata kalo bisa frugal living misal mau spen uang buat tabungan dulu wkwk
972,Bro menerapkan konsep frugal living dengan ke kantor minta dianterin bapak karena GOCAR GOJEK UJAN GINI MAHAL BANGET GOBLOKJJK. https://t.co/SxydLgcN2Z
973,Hidup sesimple mngkin. Tnp gengsi dan nurutin yg rame. Mau nerapin slow living nerapin barang yg itu2 aja tnp ikutin trend. Slow living tp ga frugal living hehehe
974,@okloveflower @illussatire @sosmedkeras yesss betul tp orangtuaku sangat menyadari jadi selama aku kecil dan kuliah sangat frugal living yg penting punya rumah sendiri dan bisa makan udah ngerasa cukup wkwk.. ortuku juga ngalamin kok hehe jd skrg ke anak2nya jd menyadarkan ajaaa gaya hidup jaman dl dan skrg beda
975,temen gue gak bisa dipercaya anjir bilangnya ayo frugal living tapi yang ada malah ugal-ugalan. jujur gaberani liat mutasi rekening
976,aku agak besyukur circleku anak mt di kantor banyak yang nerapin frugal living mereka gamau ngeluarin duit buat sesuatu yg berlebihan bagus jadi di kantor aku bisa sangat hemat
977,@tanyarlfes kondisi org beda² nderrr... sebijaknya kamu aja. ada yg mati-matian kerja habis di keluarga ada yg capekkk trs self reward buat dirinya ada yg effort frugal living demi masa depan. hidup cm sekali gmn baiknya kau aja
978,Dari dulu diajarin utk beli sesuatu sesuai kebutuhan efeknya ya jd frugal living &amp; aware sama diri sendiri tentang hutang. Bukan tipikal yg memaksakan diri utk gaya hidup/fomo. Baju itu2 aja jarang ganti gadget/kendaraan/beli barang2 mahal dll. Untungnya bahagiaku sederhana.
979,@thisistea_ Kebanyakan orang-orang tua generasi terdahulu lebih banyak frugal living jadinya ya jadi stigma itu frugal itu sangat baik tapi gaboleh judge kesenangan orang lain
980,gw lagi frugal living gegara kmren abis duit di orchestra tapi pas liat rekapan duit ini mah sama aja kaya gw normal sebelum2nya jdi intinya klo gw frugal living gw bisa nabung JIRRRRRRRRRR liat anjir makan dri awal desember cuman abis 39rebuuuuu cokkk https://t.co/3TWcxFIq2D
981,@worksfess Aku yang gajinya 500k sebulan ngerasa cukup dan selalu bersyukur ga tauu kenapa setiap aku belanjain uangku sesuai porsi (ga terlalu frugal living) malah uangnya lebih dari cukup tapi ketika aku hemat2 bgt malah pengeluaran tak terduga datang
982,kalo gw sih makin males mau berkeluarga di indonesia takut melarat. 3 jt sebulan aja gw frugal living anjir. gw berharap pemerintah mikirin ini mateng² sih dampaknya ke semua sektor anjir. maybe kedepannya ga ada lg geprek yg harganya cuma 10k :)
983,FRUGAL LIVING MODE : ON. (Padahal ya dari dulu gaya hidupnya udah frugal wkwk). Jarang hedonisme. Ga fomo. Ga gumunan . Utamakan kebutuhan. Bukan keinginan. Sederhana aja lah udah.
984,@sosmedkeras MasyaAllah.. ini yg namanya menjalankan konsep frugal living yg dibarengi ikhtiar &amp; ketaqwaan dlm wujud sikap qona'ah. Yup merasa cukup &amp; bersyukur atas rezeki dr yg Maha Pemberi Rezeki. Semua orang pasti ada rezekinya tp gak semua orang bahagia &amp; qona'ah atas rezeki-Nya
985,Tp gpp masih cukup hamdalah walaupun harus ssdikit frugal living ya paling ga bisa treatment dulu wkwkw nongki2 dikurangin. Hebatnya aku masih bisa kasih 2 keluarga hihi alhamdulillahanggep aja 1 keluarga buat bayar kosa. Udh kaya keluarga soalnya
986,@convomf aku tidak fomo dan emang dasar duitnya masi dikit so i choose frugal living wkwk
987,Waduh klo berdampak sampai PHK masal sih harus bener2 nih kita tolak pasal tembakau di RPP UU Kesehatan @Kemenparekraf @Kemenperin @Kemenkes_RI #SuaraIndustriMusik #TolakPasalTembakauRPPKesehatan https://t.co/tP9mcsaqJl
988,@BuruhYogyakarta Dasar admin goblok tolol yg ga diboikot aja dh bangkrut tunggu aja 2 3 tahun lagi kalau boikot lanjut seluruh perusahaan2 besar yg di boikot bakal bangkrut atau hengkang dr negeri ini phk banjir massal emang pro teroris hamas ini otaknya pada mabuk lem
989,cuma starbuck doang ni yg diliat phk nya? gimana architect solution yg gabisa ngasi solusi? solusi ny apa? NI SUPPORT INI LO TAU GA ADA PHK MASSAL? WAHAI ARCHITECT SOLUTION CRYPTOBROS https://t.co/qL8ssXy1Wb
990,@__awang__ @StefanAntonio__ Coba cek lagi yg PHK massal itu coming dari puluhan pabrik tekstil dan start up yg ga ada hub dgn boikot ribuan orang ga kerja pasti akan berdampak pada retail gw ga dengan ada ribuan phk dr company2 yg reafiliasi BDS
991,Pengalaman jumat lalu pas TM di kantor lama jalanan jakarta tumben sepi bahkan daerah newton 1 juga sepi pas pulang baru sadar kalo lagi ada phk massal dan wfh makanya jadi selenggang itu ikut ngerasa sedih dan hampa sih.
992,Gak penting ngikutin berita artis ceraaaai. Ini hanya pengalihan isu. Lagi ada PHK massal iniii lebih seriuss. Dollar naik judol juga. Jangan mudah tergocek media.
993,semoga pemerintah bisa melihat bahwa perusahaan iklan juga ikut menyuarakan pendapat untuk melakukan penolakan terhadap RPP UU Kesehatan tolong pak kami menolak @Kemenparekraf @kemenperin @Kemenkes_RI #TolakPasalTembakauRPPKesehatan #SuaraIndustriMusik https://t.co/iI2jyKjETi
994,Banyak perusahaan yang mulai kalangkabut dan karyawan-karyawan terancam di PHK secara massal karena dampak inflasi global jadi saya berpesan kepada anak muda hati-hati dalam menyisihkan keuangan
995,Pemerintah mending ngasih bansos buat korban PHK aja dah sekarang pabrik tekstil lagi ada PHK massal kayanya mereka lebih layak buat dapat bansos daripada buat korban judol. Korban judol mereka itu melakukannya secara sadar salah sendiri anjir. Mending buat korban PHK aja
996,Semoga yang terkena PHK massal cepat mendapatkan pekerjaan dan gaji yg lebih layak. Yg belum mendapatkan pekerjaan semoga cepat diberi pekerjaan yg baik dan bikin betah dengan gaji memuaskan.
997,Don't want to jinx it but adek gue udah beberapa kali berhasil lolos dari gelombang PHK massal. Di Shopee pernah di TikTok pernah di GoTo sekarang ini juga lolos. Entah kinerjanya bagus atau emang udah di posisi yang gak bisa diganggu gugat idk.
998,makin kesini makin ga diperdulikan perusahaan iklan aja udah speak up mengenai penolakan terhadap RPP UU Kesehatan jadi tolong di pikirkan pak @Kemenparekraf @kemenperin @Kemenkes_RI #TolakPasalTembakauRPPKesehatan #SuaraIndustriMusik https://t.co/iI2jyKjETi
999,gue pernah ngerasain magang di startup capeknya minta ampun pdhl msh magang aplg yg fulltime trs kerja di tech company yg terkenal fast paced itu yaa gakebayang capeknya trs perasaanya kena phk massal
1000,Orang mah ya pagi pagi bangun tidur beraktivitas gue pagi-pagi bangun tidur buka X dan brainrot kapal homo
1001,Au2 kakak ini bagus2 n lucu2 bgt anjrrrr baykla klaw bgtu hari ini temanya brainrot rinsagi
1002,fyp gue isinya italian brainrot anjinggg
1003,Belom selesai (atau gak akan pernah selesai) kasus ambruknya Ponpes Al Khoziny sekarang ada lagi. Dalam versi pemerintah akan melegalkan pembangunan pesantren dg dana APBN https://t.co/EqPeF87XKm
1004,Oh ternyata bestienya koruptor kakap pertamina riva siahaan pantes mulutnya andre kepanasan terus sama ahok. Rupanya dia bela kawannya. Dre kamu dapat amplop pertamax oplosan juga ya? Katanya wakil rakyat klu kayak gini kamu wakil para koruptor dong!
1005,@bobatiramisyu @soukeart @mildandaru Katanya no politics in football? Gimana sih? Jangan permisif gitu dong. Lihat noh Pertamina kecolongan Pertamax Oplosan sapa menteri BUMNnya? Jangan prcya dgn Thohir dah.
1006,Ditunggu piaraannya menggongong ke Dewas lagi. Disuruh yang lebih kenceng bang ngegonggongnya... Mulutnya sama2 bau kebanyakan diumpanin oplosan pertamax. https://t.co/0cVdH0wHhr
1007,Udah berapa kali beli bensin semenjak keluar berita oplosan itu berkali-kali juga ngeliat bagian pertamax jadi dikit barisannya. Biasanya mau pertalite sepanjang apapun jg antriannya jg pertamax setengahnya gtlah ini paling antrian cuma 5 motor gt wkwk
1008,@KangManto123 Si Botak biadab ini sepertinya udah kenyang makang uang Pertamax oplosan
1009,@BennyHarmanID Udah lama kami di bohongi sejak 2018 sampe 2023. Kami isi minyak Pertamax dari Pertamina kenyataannya barang oplosan. Kami hanya ingin menyaksikan kenyataan palsu. Apakah mungkin menjadi palsu kembali seperti kemarin.
1010,@RagilSemar Ah masa siiih? Banyak nih pak Lingakaran Finalis OCCRP Lingkaran minyak goreng Lingakaran Pager Laut Lingkaran Pertamax Oplosan Lingakaran Korup Asabri Taspen buka lg dong Haji Lingkaran Emas Antam dan masih buanyak Semangat dan kenyataan harus sama ya Pak..
1011,gue celupin wajah lo ya ke pertamax oplosan mauga??? ye anjir cobain noh oplosan ala lu sendiiri
1012,@kompascom Tak niat TAPI BERBUAT....bukan cuman Affan banyak mahasiswa dan warga sipil yg jadi korban...klo bacotnya semua petugas tak ada NIAT...apakah nyawa mereka yang telah berpulang bisa DIKEMBALIKAN????
1013,bangkee ni orang lagi.. keluarga bukan ngucapin bela sungkawa kaga si tiba² open donasi tuh wkwk.. masuk rekening 50jt nyampe ke keluarga alm. affan 5jt nanti
1014,Alhamdulillah Presiden RI ke 8 masih beragama Islam &amp; akui Rasulullah Nabi Muhammad SAW. Penting itu! Hanya saja akibat Demonstrasi yg berujung rusuh krn alm.affan ojol mati dilindas Rantis Brimob ente omon Demi Allah Saya gak akan mundur! Yg suruh siape sumpah buat ape?
1015,Serius ini yg diusut pembunuh affan doang? Giliran dari rakyat banyak bener yg dijadiin tersangka
1016,@SantorinisSun Ojol mana yang kepikiran beli bunga mawar putih (mawar hidup lagi) sebanyak 2000 tangkai di tengah sulitnya ekonomi dan tingginya potongan aplikasi. Tanah di makam Affan bahkan belum kering. https://t.co/5jI1RoakYF
1017,Gue ga habis pikir di tiktod komennya banyak yg belain isilop yg nabrak affan ? Kek kasian sedih liatnya dia ga sengaja blabla. Ai sia waras ?
1018,Takut terhadap api revolusi ribuan ojol ditekuk di hadapan mereka yang membunuh Affan. Karena opini publik borjuis yang dimainkan oleh media-media massa seperti salah satunya Kompas ini. Dan dibantu oleh para aktivis-aktivis kiri di Bem Malaka Projek dsb. Teori konspirasi lagi
1019,Mantan Bos Ojeg Harta Awal Rp 1 23 Triliun Melesat Ikuti Ekonomi Raja Mulyono Jadi Rp 5 66 Triliun ? Sementara Anggota TK ojeknya Masih Hi Dup Sengsara Berusaha Aksi Demo Affan Kurniawan Malah Di Dilindas Mobil Rantis Polisi Brimob Hingga Meninggal Dunia https://t.co/p7y8OWw2wR
1020,@P_O_Viewww Ini narasi paan lagi bgst! Orang baju putih yg lu shoot bahkan gaada deket2 alm. Affan yg deket all orang baju putih berbeda. Dan dia pun gaada nyenggol ato dorong. Mati aja buzzer murahan lah
1021,@NFourId Pinggir jurang apanya . Lu liat konten youtube Ferry Irwandi atau semua artis atau influencer. Mereka sok sokan berbicara soal DPR dan lain lain ketika jatuh korban Affan Kurniawan menjadi viral . Kalo bukan karena engagement atau popularitas buat nambah harga red card !
1022,Oknum yang gebukin driver ojol yang dikira intel udah ketemu belum dah? Belum liat beritanya soalnya yang diusut sejauh ini baru affan
1023,Rakyat kecil: Hutannya dibabat untuk tanam sawit Tanam sawit tak bikin mereka sejahtera Minyak sawitnya dijual ke mereka dgb harga di atas HET. Kualitas buruk Takaran dicurangi Lalu dicibir Yang melihat Indonesia Gelap itu siapa? https://t.co/wZudPSdDnp https://t.co/jhNaBjFNbo
1024,@txtdaritax Liat nih status tmn gue sipaling tiktok sebel banget gue bacanya ada satu lagi ngatain mahasiswa krna mau demo Indonesia gelap jilid 2 https://t.co/q9HTvBd6Ah
1025,@Uki23 Kl masih ada anak buah Jokowi pemerintahan ini tdk akan bersih yg ada kotor.. gelap.. ruwet.. KKN.. pemerintahan gemoy yg lembek tdk ada kewibawaan dan ketegasan tuk berantas keluarga Jokowi yg terkorup.. pemerintahan hasil kecurangan cawe cawe Mulyono.. Indonesia gelap..
1026,@ch_chotimah2 Standar ganda bgt manusia-manusia di X. Lain lagi klo Gibran atau Prabowo yg naik perahu dan Heli. Udah rame lo pada. Demo Indonesia gelap berjilid² kali.
1027,siapa bilang baca au gabisa spread awareness ttg isu terkini? dengan pengemasan yg apik malah bisa reach audience yg lebih jauh dan maybe lebih diterima dengan cara ini. goodjob kak krn udh angkat au dg tema indonesia gelap sm ttg gaza
1028,1. Save Raja Ampat! Save Papua! Save Indonesia! Makzulkan gibran Cc @prabowo Di mana ada kemauan di sana ada jalan. Kalau ingin Indonesia diselamatkan makzulkan gibran #PemakzulanGibranKandasDiDPR #PemakzulanGibranKandasDiDPR https://t.co/zxl4SQ9LBk
1029,@wahkerensih @hellgrid_ Persis banget yang dibilang oleh bang Pandji orang fomo performative action belaka yang ngotot save raja Ampat tapi sering ngehina orang Papua.
1030,@komunisasi Kalau dibiarkan akan semakin lazim kebencian serupa mengarah ke etnis ras dan agama. Makanya yang bang panji bilang saat videonya viral itu betul yakni ngmng save raja Ampat tapi ngetawain koteka. Konteksnya adalah berbuat adil sejak dari pikiran bkan skdr performatif belaka.
1031,Save Raja Ampat Tolak RUU TNI Indonesia Gelap Tolak multifungsi yang disfungsi Siapa tau bisa setara dengan semut di kisah semut dan nabi ibrahim.
1032,@BigAlphaID @pandji Mau apapun pergerakan nya ya jangan pernah mengkerdilkan pergerakan seseorang atau golongan karena meski belum sepenuhnya Peduli lingkungan tetapi dengan mendukung gerakan 'Save Raja Ampat' tersebut mungkin bisa jadi Pemantik Buat lebih peduli lingkungan #MikirnyaKesitu
1033,@cleyyraa @menisyong @yourminbitee belom ada di kota ku kota ku kecl gaji under umr tapi ya harga cookies segitu bertebaran di cafe2. mana nggak pernah nyoba krna yg nggak sebanding dengan pendapatan wkwkwkw
1034,@safirawwww sok cakep anjir katanya i'm still hot matalu. cakepan jg gw meski gaji umr tetep cakep &amp; ga makan duit haram mana hasil korupsi dana asuransi anjir gelooooo
1035,@jenostalker itu adalah aku. dari lulus kuliah sampe skrng aku menjadi orang yg membiayai semua kebutuhan keluargaku. saat ini aku bekerja di luar kota yaitu bali. dengan kebutuhan yg banyak dan gaji yang bisa terbilang umr bali kecil aku membiayai semua kebutuhan rumah
1036,@jenostalker gak bisa nyari kerja full-time dengan gaji UMR karena tahun-tahun pendidikanku ini terbilang rawan. Banyak perusahaan yang gak mau nerima mahasiswa akhir tahun buat jadi karyawan dengan alasan takut ngeganggu jam kerja. Hal itu yang ngebuat aku cuma ambil kerjaan freelance cont-
1037,@jenostalker smpe pernah ada bbrp momen aku smpe nangis cape krna org tua chat cm minta duit aja sdgkan aku disini gabisa minta siapa2 hrs bs survive dg gaji dibawah umr. tp gabisa nolak jg krna mau gmna pun mereka keluarga aku. gongnya taun ini ak gbs nahan semua sndiri smpe hrs ke sp jiwa
1038,@worksfess Gaji under UMR jarak 41km itu mah kerja rodi anjir. Kalo gw sih ga mau nerima yyaa punten bgt. Dari awal ngelamar posisi admin gudang trs tiba2 diterima jdi admin sales aja udh semena2
1039,tumbang-tambang terus ajggg. tambang makin luas tapi itu UMR kaga ada gede-gedenya gua liat-liat. gaji guru kaga ada naik-naiknya loker apalagi. stress
1040,Kalau udh umur segini nyari kerja agak pilih2 sorry to say tp ini fakta kl kita kerja pasti liat gajinya dlu. Apalagi kl merantau udh berkeluarga gaji d bawah umr udh pasti ga d ambil bukan apa apa tpi realistis aja bes kita kerja cari duit kl gajinya d bawah umr cukup buat apa
1041,@Giiselje yaudahlah pak gaji dpr itu dijadikan umr jakarta aja. gak usah ada tambahan tunjangan apa apa lagi. udah segitu bersih. dipotong bpjs kalau bisa mah wjwkwkw
1042,Dapat offering later diperusahaan greenflag gaji 2x umr daerah uang lembur dibayar sesuai uu dpt tunjangan makan siang dan kost untuk merantau lingkungan kerja sehat GADA YG TOXIC DAN DRAMAAA di posisi yg aku inginkannn
1043,@hrdbacot gw kemarin ngeledekin ini ama temen kantor kwkwkw it means berarti semua kerjaannya doi bisa dilimpahkan ke staff ybs dan yaudah duit ada dari rakyat terus gaji orang lagi aja buat ngerjain kerjaannya terus ntuh manusia fokus gimmick deh tapi UMR atau diatas UMR y?
1044,Klinik2 mikir gak sih kita ini dokter bukan budak buat perjanjian kerja gamasuk akal bgt gaji cm di atas Umr dikit tp kontrak kerja 3 tahun keluar denda 50jt. Pantesan kliniknya dmn2 tyt dokternya jd budak
1045,@tanyarlfes Ini bener kemarin aku ada interview di Jakarta proses recruitment ada 3 tahap dari tes tulis sampai interview mereka selalu menyelipkan bahasa inggris intinya mereka kayak cari kandidat yang high value. Tapi begitu masuk negosiasi gaji penawaran gajinya UMR dikurangi 2 juta.
1046,Gue kaget. Bukan cuma selisih tipis tapi jauh banget. Itu lah realita di Indonesia. Industri teknologi keuangan dan minyak/gas bisa kasih gaji belasan sampai puluhan juta. Sementara retail pendidikan atau manufaktur? Masih berkutat di kisaran UMR. Dan itu bikin banyak
1047,@0xfullwin @Singomakaryo @tempodotco yg dilakukan kepada org2 bawa bantuan dari aceh tengah ke tamiang. Yang bawa bantuan itu org ace juga ya orang tua jdi tanpa orang tua bilang saling bantulah apalah mereka sudah duluan melakukannya. selama ini bertahan tua pikir siapa yg bantu? warga bantu warga lah
1048,Belom cukup warga bantu warga sekarang harus warga lindungi warga when the government turned into terrorist to its citizens.
1049,@KangManto123 Pak Prabowo jgn omon2 saja langsung tangkap dalang penyebab banjir di sumatra jangan hanya di kantongin namanya .
1050,@tempodotco Lihat saja tuh hasil kerjanya. Sumatra porak poranda karena banjir. Habis ini nyusul Kalimantan Sulawesi Maluku dan Papua. DPRnya tetap joget-joget.
1051,@pgc_indonesia Eee Prabowo mania bubarkan MBG itu kasih saja orang orang yang kena banjir bandang di Aceh Sumatra itu kasian.
1052,@BTaliawo49910 @JogjaUpdate Ga ada hubungannya sama pemerintah deh ini simbolis aja sebagai bentuk menghargai saudara yg terdampak banjir dan tanah longsor sumatra.
1053,@cinnamongirlc Menteri apa ini gk napak tanah sampe bilang Yg demo 17+8 adalah orang hidupnya masih kurang dan cuma sebagian kecil rakyat aja.
1054,@Mdy_Asmara1701 Oo..tuhan!!! Seburuk inikah mental sebagian rakyat di negeri ini. Selalu di pertontonkan dengan kemunafikan Kmrin ada yg demo dan teriak2 krna kematin kawannya di lindas rantis. Giliran di kasi sembako lupa masalah. Nah skrg ada penjahat yg di singkirkan malah buat acara
1055,@controversweet Masalahnya di Indo itu TNI-Polri udh jadi kelas sosial lebih dari sekedar profesi. Makanya mereka itu sulit sefrekuensi dengan rakyat. Contohnya liat kelakuan rata-rata para istri TNI-Polri waktu demo kemarin.
1056,@taeyongtic @tanyarlfes demo aja kagak pernah Lu sok sok an ngomong gini kocak dongo
1057,@frierensaga Karena pada dasarnya masyarakat hanyalah mainan yang disetir untuk kepentingan elit. Kalau tidak ada elit yang berpihak pada rakyat dengan keinginan yang benar-benar mendukung rakyat jangan harap demo diterima dan jangan harap kondisi negara makin membaik
1058,Kalian pikir enak demo lengserkan pemimpin Negara ? Kalian akan hidup di belantara pendemo dan rakyat serta pejabat bisa di perkosa di bunuh di cincang di rampok dan dibakar hidup2 protest dari ditutupnya platform medsos berakhir kehancuran negara selamat menikmati https://t.co/2DJLpnNGT0
1059,Ternyata demo massa di + kerusuhan di Indonesia beberapa waktu lalu jadi inspirasi demo massa di Nepal. Prestasi mendunia nih boss @prabowo https://t.co/EvQ2zNA90K
1060,@barengwarga Kita harus kompak kalo mau sukses demo nya kaya Nepal. Cukup 12 jam abis itu gedung DPR HARUSNYA!
1061,@Boediantar4 Sampai rezim ini berakhir dan rezim sebelumnya dibersihkan dari pemerintahan se bersih2 nya sampai ke akar. Ke 2 rezim punya hutang piutang budi antar keduanya berharap pemerintahan yg baru nanti benar2 steril dari mereka Reset Indonesia !
1062,@msaid_didu 10 th kmrn Fabrikasi informasi di medsos dg tehnik framing puja puji jokowi (membangun persepsi publik) tapi kenyataannya bnyak kejahatan yg trjadi di pemerintahan jokowi semoga skrg dlm perbaiki itu smua. dan wong cilik semoga memahami keadaan ini. RESET indonesia.
1063,HARI INI DEADLINE! RESET INDONESIA! Ayo tetap berisik teruskan perjuangan! We are brave pink and hero green Gass terus sampe tercapai bukan lagi janji tapi bukti! #ResetIndonesia #17plus8 #wargajagawarga #rakyatbersuara https://t.co/rAEHuVL9h7
1064,bersih diri bersih lingkungan sekarang justru harus diterapkan ke pejabat indon gak sihhh?? nyatanya banyak anak keluarga saudara merka yang diuntungkan dengan bagi-bagi hasil korupsi atau bagi-bagi kursi jabatan kapan reset indonesia ini bisa bener-bener terwujud https://t.co/jQ8B0HXCbw
